City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,sferracavallo,42.726,12.0956,18.79,97,82,5.98,IT,1728520675
292,jawf al maqbabah,13.8378,45.8349,23.92,63,0,0.58,YE,1728520676
293,remire-montjoly,4.9167,-52.2667,26.02,83,0,0.51,GF,1728520677
294,punta arenas,-53.15,-70.9167,8.06,71,20,6.69,CL,1728520678
295,webster city,42.4694,-93.816,20.15,42,0,2.06,US,1728520679
296,west vancouver,49.3323,-123.1622,14.14,76,100,4.63,CA,1728520681
297,millerovo,48.9226,40.3967,9.07,81,1,0.83,RU,1728520682
298,minas de matahambre,22.5887,-83.9447,25.91,85,99,4.7,CU,1728520683
299,seneca,41.1167,-83.1166,11.63,67,0,1.99,US,1728520684
300,barmer,25.75,71.3833,28.47,35,6,1.48,IN,1728520685
301,lebu,-37.6167,-73.65,10.48,92,1,5.92,CL,1728520543
302,coquimbo,-29.9533,-71.3436,13.85,84,20,3.6,CL,1728520396
303,antofagasta,-23.65,-70.4,15.6,78,0,2.4,CL,1728520563
304,rome,34.257,-85.1647,18.75,79,0,1.91,US,1728520458
305,kharp,66.8014,65.8081,-7.17,90,13,3.64,RU,1728520393
306,fiambala,-27.6871,-67.6149,11.1,87,100,5.12,AR,1728520691
307,tabou,4.423,-7.3528,24.56,91,100,1.68,CI,1728520692
308,novo aripuana,-5.1206,-60.3797,29.84,42,30,1.06,BR,1728520693
309,korsun-shevchenkivskyi,49.4189,31.2587,12.48,92,99,2.99,UA,1728520694
310,limbe,4.0242,9.2149,24.4,87,100,1.19,CM,1728520696
311,banjar,-8.19,114.9675,31.64,56,44,0.33,ID,1728520562
312,aldan,58.6031,125.3894,1.15,83,100,3.14,RU,1728520698
313,aksu,41.1231,80.2644,14.02,46,7,0.71,CN,1728520699
314,borogontsy,62.6683,131.1683,-0.06,72,100,4.4,RU,1728520700
315,port hedland,-20.3167,118.5667,29.03,37,90,10.29,AU,1728520701
316,saint-joseph,-21.3667,55.6167,21.21,76,54,5.96,RE,1728520702
317,spanish springs,39.6491,-119.7074,27.02,17,0,7.2,US,1728520703
318,envira,-7.3,-70.2167,21.67,99,100,2.34,BR,1728520704
319,al jawf,29.5,38.75,22.22,29,0,3.71,SA,1728520705
320,chonchi,-42.6128,-73.8092,10.07,96,96,1.24,CL,1728520706
321,waingapu,-9.6567,120.2641,30.16,56,6,5.64,ID,1728520707
322,isangel,-19.55,169.2667,27.06,69,75,2.57,VU,1728520708
323,puerto maldonado,-12.6,-69.1833,22.44,93,100,2.01,PE,1728520709
324,flin flon,54.7682,-101.865,11.49,75,100,2.21,CA,1728520710
325,port elizabeth,-33.918,25.5701,16.29,98,100,6.17,ZA,1728520711
326,laguna,38.421,-121.4238,30.26,35,0,3.09,US,1728520712
327,colonia,50.9333,6.95,15.14,95,75,3.6,DE,1728520236
328,wenchang,30.904,118.4887,19.44,55,100,1.17,CN,1728520716
329,tindouf,27.6711,-8.1474,21.25,52,0,8.23,DZ,1728520717
330,ugoofaaru,5.6667,73.0,26.86,83,100,10.23,MV,1728520718
331,wailua homesteads,22.0669,-159.378,28.44,76,75,8.23,US,1728520719
332,ola,59.5833,151.2833,-2.01,49,0,1.49,RU,1728520720
333,greymouth,-42.4667,171.2,13.68,59,43,3.3,NZ,1728520721
334,nadym,65.5333,72.5167,-2.02,80,100,8.14,RU,1728520722
335,san sebastian de la gomera,28.0916,-17.1133,23.2,78,0,2.57,ES,1728520723
336,kassala,15.451,36.4,30.17,50,100,4.19,SD,1728520724
337,pemba,-12.974,40.5178,23.39,73,20,5.27,MZ,1728520726
338,emerald,-23.5333,148.1667,26.3,54,13,2.17,AU,1728520727
339,lethem,3.3803,-59.7968,28.84,51,100,3.82,GY,1728520728
340,bulolo,-7.2,146.65,30.18,59,67,1.4,PG,1728520729
341,sampit,-2.5333,112.95,27.89,84,89,0.66,ID,1728520730
342,ketchikan,55.3422,-131.6461,11.26,82,100,5.14,US,1728520733
343,karratha,-20.7377,116.8463,31.25,31,99,10.3,AU,1728520693
344,mukalla,14.5425,49.1242,24.92,83,2,1.98,YE,1728520735
345,hammerfest,70.6634,23.6821,4.25,70,75,4.12,NO,1728520736
346,dalandzadgad,43.5708,104.425,9.52,36,0,2.73,MN,1728520737
347,kirakira,-10.4544,161.9205,28.61,78,100,4.72,SB,1728520738
348,micheweni,-4.9667,39.8333,24.55,83,20,4.39,TZ,1728520739
349,hauterive,46.0901,3.4459,12.58,90,100,4.15,FR,1728520740
350,leh,34.1667,77.5833,0.18,63,8,2.11,IN,1728520741
351,tshela,-4.9833,12.9333,21.57,96,100,0.77,CD,1728520742
352,yeppoon,-23.1333,150.7333,22.81,75,15,4.65,AU,1728520743
353,el kala,36.8956,8.4433,25.15,54,100,2.11,DZ,1728520744
354,kone,-21.0595,164.8658,29.55,38,100,4.03,NC,1728520745
355,salekhard,66.53,66.6019,-6.84,87,15,2.47,RU,1728520746
356,copala,16.65,-98.9833,25.53,87,100,1.12,MX,1728520747
357,pisco,-13.7,-76.2167,17.23,88,0,8.23,PE,1728520749
358,el granada,37.5027,-122.4694,18.78,88,100,5.14,US,1728520750
359,immenstaad am bodensee,47.6667,9.3667,15.04,87,75,1.54,DE,1728520751
360,new norfolk,-42.7826,147.0587,10.32,76,100,5.73,AU,1728520752
361,hasaki,35.7333,140.8333,20.59,71,100,12.34,JP,1728520753
362,santana,-0.0583,-51.1817,29.1,79,0,4.63,BR,1728520754
363,anadyr,64.75,177.4833,-2.72,79,20,3.0,RU,1728520756
364,sanibel,26.449,-82.0223,27.23,85,100,22.45,US,1728520757
365,usogorsk,63.4106,48.6872,-2.32,68,5,3.56,RU,1728520758
366,bhikangaon,21.8667,75.95,24.64,79,100,2.6,IN,1728520759
367,lae,-6.7221,146.9847,28.3,63,100,2.43,PG,1728520760
368,darnah,32.767,22.6367,23.78,63,5,6.26,LY,1728520761
369,lichinga,-13.3128,35.2406,14.77,66,15,2.13,MZ,1728520762
370,caravaca,38.1056,-1.8634,19.36,58,89,5.69,ES,1728520764
371,tolanaro,-25.0319,46.9987,21.04,88,75,10.29,MG,1728520765
372,nikel,69.4128,30.222,0.93,84,100,11.05,RU,1728520766
373,slave lake,55.2834,-114.769,10.99,62,100,0.0,CA,1728520767
374,taroa,8.7058,171.2275,27.85,76,93,5.27,MH,1728520768
375,cabo san lucas,22.8909,-109.9124,31.17,58,75,3.6,MX,1728520719
376,askino,56.0901,56.5783,3.87,57,100,7.88,RU,1728520770
377,islamkot,24.6997,70.177,30.61,39,97,2.13,PK,1728520771
378,bamyan,34.75,67.25,3.11,48,0,0.88,AF,1728520772
379,beyneu,45.3167,55.2,14.46,79,100,5.1,KZ,1728520773
380,humberto de campos,-2.5983,-43.4611,24.94,84,3,3.17,BR,1728520774
381,dunda,-8.1167,34.25,20.06,71,47,2.68,TZ,1728520775
382,vorkuta,67.5,64.0,-8.24,97,56,1.79,RU,1728520776
383,nizhnevartovsk,60.9344,76.5531,-1.99,74,0,3.0,RU,1728520777
384,darovskoy,58.77,47.9564,-1.29,84,20,3.95,RU,1728520778
385,angaur state,6.906,134.13,28.94,72,75,2.21,PW,1728520779
386,la'ie,21.6477,-157.9253,30.03,68,4,7.01,US,1728520780
387,roshchino,60.2519,29.6085,5.05,92,100,8.48,RU,1728520782
388,dongola,19.1667,30.4833,31.02,13,82,6.92,SD,1728520783
389,vernesti,45.2167,26.7333,15.1,76,65,2.6,RO,1728520784
390,damaturu,11.747,11.9608,26.04,62,98,2.4,NG,1728520785
391,horta,38.5333,-28.6333,20.57,86,2,1.34,PT,1728520786
392,plastun,44.7561,136.2939,11.56,68,100,4.76,RU,1728520787
393,flying fish cove,-10.4217,105.6791,26.82,78,100,5.66,CX,1728520788
394,el calafate,-50.3408,-72.2768,6.34,73,4,7.23,AR,1728520789
395,georgetown,5.4112,100.3354,26.96,87,20,3.13,MY,1728520216
396,gobo,33.8833,135.15,22.06,68,15,4.63,JP,1728520791
397,t'q'ibuli,42.3512,42.9987,12.26,50,91,3.87,GE,1728520792
398,nanning,22.8167,108.3167,21.25,50,13,2.83,CN,1728520719
399,polyarnyy,69.1989,33.4478,2.41,69,100,14.03,RU,1728520794
400,san luis,-33.295,-66.3356,13.61,86,97,1.72,AR,1728520022
401,marrakesh,31.6315,-8.0083,22.42,68,0,3.6,MA,1728520796
402,sao francisco,-15.9486,-44.8644,26.61,56,36,1.35,BR,1728520797
403,boa esperanca do sul,-21.9925,-48.3908,20.51,69,100,5.1,BR,1728520798
404,wasaga beach,44.5168,-80.0164,8.38,75,97,7.79,CA,1728520527
405,domoni,-12.2569,44.5319,24.04,80,17,3.06,KM,1728520801
406,ankang,32.68,109.0172,20.53,61,100,0.52,CN,1728520802
407,rhinelander,45.6366,-89.4121,8.75,57,0,0.0,US,1728520803
408,santiago del estero,-27.7951,-64.2615,14.88,93,100,5.3,AR,1728520722
409,curug,-6.2658,106.5564,31.55,67,20,2.57,ID,1728520805
410,strezhevoy,60.7333,77.5889,-3.51,77,11,4.23,RU,1728520806
411,sinabang,2.4803,96.3801,26.26,87,100,4.82,ID,1728520807
412,bamboo flat,11.7,92.7167,26.05,94,20,0.51,IN,1728520809
413,raduzhny,62.0961,77.475,-4.41,89,99,5.62,RU,1728520810
414,walvis bay,-22.9575,14.5053,13.53,76,0,2.06,NA,1728520811
415,cova figueira,14.8905,-24.2934,20.81,79,6,4.46,CV,1728520813
416,langtoucun,40.0261,124.3286,18.01,66,66,2.12,CN,1728520814
417,as sulayyil,20.4607,45.5779,24.22,21,0,1.68,SA,1728520815
418,mhamid,29.82,-5.72,26.49,31,54,3.07,MA,1728520816
419,san antonio de pale,-1.4014,5.6325,24.95,80,100,2.79,GQ,1728520817
420,shingu,33.7333,135.9833,21.96,78,87,1.24,JP,1728520754
421,dolores,-36.3132,-57.6792,9.87,90,100,2.9,AR,1728520684
422,zouerate,22.7187,-12.4521,30.32,32,33,3.4,MR,1728520820
423,richards bay,-28.783,32.0377,20.41,83,65,5.62,ZA,1728520821
424,belyy yar,53.6039,91.3903,-0.06,74,0,2.0,RU,1728520822
425,sao paulo de olivenca,-3.3783,-68.8725,23.56,97,100,1.13,BR,1728520823
426,seosan,36.7817,126.4522,19.14,70,47,1.63,KR,1728520824
427,rongelap,11.1635,166.8941,27.93,76,100,5.13,MH,1728520825
428,mugia,43.1041,-9.2179,15.51,82,2,3.8,ES,1728520826
429,lago da pedra,-4.3333,-45.1667,27.73,56,5,3.41,BR,1728520827
430,yanam,16.7333,82.2167,25.43,93,97,1.48,IN,1728520829
431,kourou,5.1552,-52.6478,25.9,79,7,3.35,GF,1728520830
432,westport,41.1415,-73.3579,14.07,62,0,2.57,US,1728520647
433,north battleford,52.7834,-108.2847,14.05,44,0,3.09,CA,1728520832
434,bikenibeu village,1.3673,173.1241,31.98,66,20,5.66,KI,1728520833
435,boa vista,2.8197,-60.6733,31.99,51,0,3.09,BR,1728520834
436,olyokminsk,60.3736,120.4264,-0.11,87,100,1.38,RU,1728520835
437,shubarshi,48.5872,57.1869,11.48,79,100,3.88,KZ,1728520836
438,dhidhdhoo,6.8833,73.1,27.84,78,100,9.99,MV,1728520837
439,al jahra',29.3375,47.6581,26.69,37,0,1.99,KW,1728520838
440,al badari,26.9926,31.4155,25.0,32,0,1.85,EG,1728520839
441,okahao,-17.885,15.0667,20.52,27,6,4.91,NA,1728520840
442,egilsstadir,65.2653,-14.3948,-0.05,69,75,3.6,IS,1728520841
443,tuy hoa,13.0833,109.3,26.77,81,92,2.21,VN,1728520842
444,beloretsk,53.9631,58.3981,3.76,68,100,3.08,RU,1728520843
445,longview,32.5007,-94.7405,25.97,34,0,2.57,US,1728520693
446,saldanha,-33.0117,17.9442,15.03,91,100,4.4,ZA,1728520845
447,ambovombe,-25.1667,46.0833,19.29,89,0,4.7,MG,1728520846
448,sharanga,57.1775,46.5396,1.78,90,96,4.48,RU,1728520847
449,wynyard,-41.0,145.7167,15.23,71,3,2.68,AU,1728520738
450,kundarkhi,28.7,78.7833,22.11,79,0,1.18,IN,1728520850
451,muli,2.9167,73.5667,27.77,79,100,10.61,MV,1728520851
452,hilo,19.7297,-155.09,28.94,69,0,5.14,US,1728520852
453,morden,49.1919,-98.1014,18.24,59,4,3.09,CA,1728520853
454,durant,33.994,-96.3708,25.58,38,0,2.06,US,1728520854
455,nova xavantina,-14.6667,-52.35,29.88,41,27,0.52,BR,1728520855
456,belmonte,-15.8631,-38.8828,24.64,88,16,4.65,BR,1728520856
457,mataundh,25.45,80.15,26.15,59,18,1.0,IN,1728520857
458,akureyri,65.6835,-18.0878,-3.04,86,100,4.12,IS,1728520858
459,rouyn-noranda,48.2398,-79.0288,3.05,93,20,3.09,CA,1728520666
460,mitsamiouli,-11.3847,43.2844,24.76,71,7,3.97,KM,1728520860
461,kirensk,57.7853,108.1119,1.93,83,100,4.18,RU,1728520861
462,porto velho,-8.7619,-63.9039,27.03,74,40,1.54,BR,1728520341
463,maintirano,-18.0667,44.0167,25.2,72,63,0.46,MG,1728520864
464,svobodnyy,51.4,128.1333,9.92,48,100,9.14,RU,1728520865
465,rantoul,40.3084,-88.1559,17.79,52,0,0.0,US,1728520791
466,keflavik,64.0049,-22.5624,2.24,93,75,1.54,IS,1728520867
467,tromso,69.6496,18.957,6.01,65,100,8.75,NO,1728520868
468,dawson creek,55.7666,-120.2362,10.8,40,20,5.66,CA,1728520869
469,kenora,49.8167,-94.4337,14.54,47,40,4.63,CA,1728520870
470,puerto real,36.5282,-6.1901,19.09,94,20,3.6,ES,1728520871
471,borovichi,58.3878,33.9155,3.49,88,100,5.44,RU,1728520872
472,chivhu,-19.0211,30.8922,11.21,74,0,2.77,ZW,1728520873
473,irbit,57.6705,63.071,-1.01,86,100,5.47,RU,1728520874
474,puerto madryn,-42.7692,-65.0385,23.15,30,5,14.38,AR,1728520589
475,bay roberts,47.5999,-53.2648,12.3,92,100,0.45,CA,1728520861
476,gaspe,48.8334,-64.4819,6.12,93,20,0.0,CA,1728520877
477,vilyuysk,63.7553,121.6247,-2.53,92,100,1.11,RU,1728520879
478,todos santos,23.45,-110.2167,25.8,81,73,0.47,MX,1728520880
479,jonava,55.0833,24.2833,15.03,100,100,2.06,LT,1728520881
480,novodzhereliyevskaya,45.7737,38.6723,14.33,78,100,2.42,RU,1728520882
481,santa elena de uairen,4.6167,-61.1333,23.09,67,72,1.67,VE,1728520883
482,smithers,54.7804,-127.1743,10.18,57,75,1.03,CA,1728520884
483,minas de marcona,-15.2119,-75.1103,12.5,89,76,5.96,PE,1728520885
484,duck lake,52.8168,-106.2344,12.72,41,100,2.93,CA,1728520886
485,fort mcmurray,56.7268,-111.381,11.73,50,75,2.57,CA,1728520888
486,bontang,0.1333,117.5,27.76,80,98,1.42,ID,1728520889
487,justiniano posse,-32.8841,-62.6779,12.54,76,27,2.24,AR,1728520890
488,bingol,38.8847,40.4939,15.9,37,0,0.63,TR,1728520891
489,al bardiyah,31.7561,25.0865,20.91,83,0,0.58,LY,1728520892
490,ottersberg,53.1,9.15,13.95,100,100,2.31,DE,1728520893
491,inhambane,-23.865,35.3833,20.47,82,0,3.54,MZ,1728520894
492,orchard homes,46.8633,-114.0484,20.18,39,100,0.89,US,1728520895
493,guichon,-32.35,-57.2,13.76,82,100,5.44,UY,1728520896
494,saint-francois,46.4154,3.9054,13.69,85,100,6.17,FR,1728520897
495,callao,-12.0667,-77.15,19.84,82,75,7.72,PE,1728520397
496,usinsk,65.9939,57.5281,-7.35,92,9,2.83,RU,1728520899
497,barakani,-12.1356,44.4317,24.44,76,61,3.64,KM,1728520900
498,khandyga,62.6667,135.6,-1.64,63,100,3.2,RU,1728520901
499,tidjikja,18.5564,-11.4271,30.67,42,3,3.24,MR,1728520902
500,kariba,-16.5167,28.8,19.98,40,0,2.29,ZW,1728520903
501,winnemucca,40.973,-117.7357,28.03,10,0,5.14,US,1728520905
502,xinmin,41.9908,122.8253,12.59,36,0,5.23,CN,1728520906
503,aykhal,66.0,111.5,-9.57,99,100,1.52,RU,1728520907
504,gilgit,35.9221,74.3087,13.32,55,7,0.72,PK,1728520908
505,biltine,14.5333,20.9167,28.65,36,85,0.92,TD,1728520909
506,al buraymi,24.2509,55.7931,26.68,69,0,3.6,OM,1728520910
507,katsuren-haebaru,26.3369,127.8719,26.21,74,100,2.06,JP,1728520911
508,hasanpur,28.7167,78.2833,22.6,72,0,0.86,IN,1728520912
509,dryden,49.7833,-92.7503,11.16,40,75,4.12,CA,1728520913
510,sebeta,8.9167,38.6167,15.02,83,5,1.06,ET,1728520914
511,mahibadhoo,3.7833,72.9667,27.41,80,100,10.26,MV,1728520915
512,kayyerkan,69.3786,87.7439,-7.4,92,83,9.49,RU,1728520918
513,mahina,-17.5065,-149.489,26.87,74,75,1.54,PF,1728520919
514,arawa,-6.2132,155.5367,28.75,82,95,1.82,PG,1728520920
515,kodinsk,58.6881,99.1844,-0.48,91,100,4.35,RU,1728520921
516,san patricio,28.017,-97.5169,27.97,36,0,2.77,US,1728520922
517,abepura,-2.6333,140.5833,29.45,70,20,3.09,ID,1728520923
518,mana,5.6592,-53.7767,26.88,80,11,5.55,GF,1728520924
519,antalaha,-14.9003,50.2788,22.62,72,69,5.17,MG,1728520925
520,peace river,56.2501,-117.286,10.17,57,40,3.09,CA,1728520873
521,buka,40.8108,69.1986,16.65,39,65,2.14,UZ,1728520927
522,bahia honda,22.9036,-83.1592,26.07,89,100,4.09,CU,1728520928
523,al muwayh,22.4333,41.7583,24.14,42,0,2.15,SA,1728520929
524,rethymno,35.3647,24.4714,20.02,82,7,2.53,GR,1728520930
525,port moresby,-9.4431,147.1797,28.68,79,40,1.54,PG,1728520933
526,swakopmund,-22.6833,14.5333,13.88,81,0,0.4,NA,1728520934
527,moengo,5.6167,-54.4,25.59,79,14,1.41,SR,1728520935
528,port saint john's,-31.6229,29.5448,21.6,64,6,2.29,ZA,1728520936
529,kailua-kona,19.6406,-155.9956,29.04,71,40,4.63,US,1728520937
530,chumphon,10.3333,98.8333,24.76,93,63,0.3,TH,1728520938
531,archangelos,36.2149,28.1149,20.99,74,3,1.36,GR,1728520939
532,chernyshevskiy,63.0128,112.4714,-2.52,90,100,2.74,RU,1728520942
533,semnan,35.5729,53.3971,18.4,34,0,0.91,IR,1728520943
534,maksatikha,57.797,35.8825,2.8,92,100,3.44,RU,1728520944
535,santiago,-33.4569,-70.6483,15.24,77,0,2.57,CL,1728520680
536,soure,-0.7167,-48.5233,26.85,80,95,5.44,BR,1728520946
537,tadmur,34.5608,38.2805,22.66,33,0,1.64,SY,1728520947
538,boende,-0.2167,20.8667,20.23,99,94,0.38,CD,1728520948
539,matthew town,20.95,-73.6667,29.34,75,100,4.9,BS,1728520949
540,loukhi,66.0764,33.0381,2.09,65,100,8.09,RU,1728520953
541,miyoshi,35.0833,137.0667,24.32,52,36,1.73,JP,1728520954
542,bardai,11.65,7.2333,22.4,85,42,3.77,NG,1728520955
543,yashiro,34.9167,134.9667,22.13,53,8,3.8,JP,1728520956
544,tianshui,34.5439,105.6897,14.46,55,72,0.83,CN,1728520957
545,marsabit,2.3284,37.9899,17.05,71,28,9.25,KE,1728520958
546,el doncello,1.6782,-75.2847,22.37,87,100,1.84,CO,1728520960
547,jianshui,23.6363,102.8264,17.87,93,100,0.78,CN,1728520961
548,svetlyy,54.675,20.1347,12.77,93,100,4.13,RU,1728520962
549,san ignacio,17.1561,-89.0714,27.08,83,20,2.06,BZ,1728520963
550,victorica,-36.2151,-65.4359,14.15,71,81,3.98,AR,1728520964
551,ingeniero jacobacci,-41.3427,-69.5448,17.49,35,6,4.86,AR,1728520965
552,chibougamau,49.9168,-74.3659,4.79,93,100,3.09,CA,1728520769
553,kisangani,0.5167,25.2,19.91,99,97,0.33,CD,1728520967
554,twon-brass,4.3151,6.2418,26.02,84,99,2.38,NG,1728520968
555,novodvinsk,64.4165,40.8122,-2.14,72,100,4.56,RU,1728520969
556,umm kaddadah,13.6017,26.6876,28.77,49,83,5.77,SD,1728520970
557,ghansor,22.65,79.95,22.12,87,69,1.21,IN,1728520971
558,island harbour,50.724,-1.2758,12.74,68,100,3.13,GB,1728520974
559,xapuri,-10.6517,-68.5044,21.58,98,100,2.88,BR,1728520975
560,plettenberg bay,-34.0527,23.3716,16.24,94,100,1.89,ZA,1728520977
561,natal,-5.795,-35.2094,25.36,83,40,4.63,BR,1728520448
562,mesudiye,40.4625,37.7725,15.27,40,100,2.36,TR,1728520979
563,margate,51.3813,1.3862,13.26,83,100,1.34,GB,1728520592
564,mbuji-mayi,-6.15,23.6,20.64,90,100,0.55,CD,1728520981
565,katabu,-4.9333,122.5167,29.0,70,30,3.42,ID,1728520982
566,dej,47.15,23.8667,13.11,90,1,1.65,RO,1728520705
567,sanya,18.2431,109.505,26.09,78,0,1.0,CN,1728520984
568,gafanha da nazare,40.6362,-8.7134,15.01,91,2,1.35,PT,1728520985
569,swan hill,-35.3378,143.5544,26.36,18,0,4.3,AU,1728520986
570,severo-yeniseyskiy,60.3725,93.0408,-5.14,94,100,3.92,RU,1728520987
571,sao felix do xingu,-6.6447,-51.995,26.97,44,16,0.89,BR,1728520988
572,agnibilekrou,7.1344,-3.2047,22.26,98,100,1.01,CI,1728520989
573,kiama,-34.6833,150.8667,21.88,63,0,2.68,AU,1728520991
574,kayangel,8.0823,134.7173,29.0,74,34,3.43,PW,1728520992
575,prata,-19.3072,-48.9242,24.44,72,100,1.56,BR,1728520993
576,martapura,-3.4167,114.85,27.05,94,20,1.03,ID,1728520994
577,san borja,-14.8167,-66.85,23.02,94,61,2.66,BO,1728520995
578,botshabelo,-29.2702,26.7052,16.84,39,95,4.19,ZA,1728520996
579,popondetta,-8.7537,148.2534,33.26,48,89,2.24,PG,1728520997
580,sulphur,30.2366,-93.3774,23.98,39,0,2.06,US,1728520998
581,tralee,52.2704,-9.7026,8.78,78,100,4.56,IE,1728520999
582,chemolgan,43.1897,76.5292,14.83,44,0,2.12,KZ,1728521000
